pair_id,problem_id,operator,control_sha256,recovery_sha256,operator_replay_sha256,replay_matches_recovery,edit_span_count,edit_start,edit_end,outside_span_identical,locality_status
pair_math500_012,math500_012,OP_CONSTANT_PERTURB,3781a18ed111675d8af810a429540971151ff1426a42d20166ce2ae1dc0bf6b4,d02adcb495fb4bfa225613ba0c9cc7cccbe1126ad0f58e66c1afd93051a823a6,d02adcb495fb4bfa225613ba0c9cc7cccbe1126ad0f58e66c1afd93051a823a6,YES,1,19,20,YES,PASSED
pair_math500_013,math500_013,OP_CONSTANT_PERTURB,53ac88db542538fa4c8cfbd6b194b85ebff940c41b4e628a493b8603b46598ca,a2a0354dd1f08cd58fd026b87f8f2b428650fac64c747437681bbf1a2c105ed1,a2a0354dd1f08cd58fd026b87f8f2b428650fac64c747437681bbf1a2c105ed1,YES,1,27,28,YES,PASSED
pair_math500_014,math500_014,OP_FRACTION_FLIP,9df38022a6800a5afc590bfb6a8310c80783a589242ab4376b110f357ad63565,c531104b9d00f20081561ae3d23512f9b01b31b04641b969967d4139d9da6398,c531104b9d00f20081561ae3d23512f9b01b31b04641b969967d4139d9da6398,YES,1,53,58,YES,PASSED
pair_math500_015,math500_015,OP_FRACTION_FLIP,f0b6b9351704b2df47ccc662051d2e67ab2c6b2073b43975f8388ae6b7edb4ed,007f41bd80dc4705972d0317b87a25c0918a8190605daa15a40a6ab2c05adcf1,007f41bd80dc4705972d0317b87a25c0918a8190605daa15a40a6ab2c05adcf1,YES,1,19,25,YES,PASSED
pair_math500_016,math500_016,OP_SIGN_FLIP,a453082fb01baebd20b2be6a2f94ec3a0bf9021cdcf9a708348a20f01732c7d9,8027e92c9edd3a7241ec995609590b9105d97f6a7e7bc2dea368976981553bea,8027e92c9edd3a7241ec995609590b9105d97f6a7e7bc2dea368976981553bea,YES,1,6,7,YES,PASSED
pair_math500_018,math500_018,OP_CONSTANT_PERTURB,6996cb6ae1c9ff5dcda2acc18709cbb7e3febff495d6b2599fd9091c4983c116,01136e6f1267267567a708cc7555b6fbc84b3357be8ffb3afc1d719d22344fb9,01136e6f1267267567a708cc7555b6fbc84b3357be8ffb3afc1d719d22344fb9,YES,1,41,42,YES,PASSED
pair_math500_019,math500_019,OP_SIGN_FLIP,f7a69fe845daee0d4d9249b29a87360d26eabeab6c0b8f7a1c11f13317afda6d,ff76a419cfdeec06c0456a1dd2e3fae22f8a30e8e1c2584d5d807e59b286728e,ff76a419cfdeec06c0456a1dd2e3fae22f8a30e8e1c2584d5d807e59b286728e,YES,1,44,45,YES,PASSED
pair_math500_020,math500_020,OP_SIGN_FLIP,368f78a74185508903bec9adc80f2b8bb2a28a14d138a89d6777eb6c3116586a,54ee36590cf087929eefdb4a0c83ec5470ca25f2e0272a7f524b63b6dc97f83f,54ee36590cf087929eefdb4a0c83ec5470ca25f2e0272a7f524b63b6dc97f83f,YES,1,53,54,YES,PASSED
pair_math500_021,math500_021,OP_SIGN_FLIP,2519a0c95ea9dbe5dd4cc99181da56e2413704c73393908f37c5dd3fbe64b404,15fed86bf34fa04a3261d68f4ec7c5bfcb283df42f6e1e0ebfdfe32bb4c2051d,15fed86bf34fa04a3261d68f4ec7c5bfcb283df42f6e1e0ebfdfe32bb4c2051d,YES,1,18,19,YES,PASSED
pair_math500_022,math500_022,OP_CONSTANT_PERTURB,bffad31debfddbf90ea1eec4585a9fa0d1d506162584e0ca7d46bac69b320fe0,b925af6cdffb05e76f3835fe7f97f6cd92a1fc1e84511460b3626b9f5aea34a8,b925af6cdffb05e76f3835fe7f97f6cd92a1fc1e84511460b3626b9f5aea34a8,YES,1,144,145,YES,PASSED
pair_math500_023,math500_023,OP_SIGN_FLIP,60cc829fb1bff0c1d64ac62c742e439fe92e51d8f15d083f4d649f5546cbf7ad,e418b641c09bd2a2e194f0125cb198701947dae251b4cabbc08c1bc4a89489db,e418b641c09bd2a2e194f0125cb198701947dae251b4cabbc08c1bc4a89489db,YES,1,38,39,YES,PASSED
pair_math500_024,math500_024,OP_FRACTION_FLIP,dd6824d8c5ff96e10422998754b5591d67d5156d65542154aa3f0b8093f4b00a,b06c2e18ae2f8defd97e91cced915b7f9b3888b65e194b732c5d0c90e7acb376,b06c2e18ae2f8defd97e91cced915b7f9b3888b65e194b732c5d0c90e7acb376,YES,1,351,358,YES,PASSED
pair_math500_025,math500_025,OP_CONSTANT_PERTURB,572068dc8f54b719bfdddfe7f11459be82d69c734325a11a910aed6e64417a20,1ca6b0efe3736a81323e4512897c917be5b260b7c763fdc7e874f0569324109a,1ca6b0efe3736a81323e4512897c917be5b260b7c763fdc7e874f0569324109a,YES,1,17,18,YES,PASSED
pair_math500_026,math500_026,OP_CONSTANT_PERTURB,ad4ba0d933f6dc974ac0189cf11ed4cf370530e8ae29e5cb512a8daf2bfb7f55,bfd94bcf36b1bce50d61efb980b3be85b819d9e7a9239797ebee1ef5a9826cf2,bfd94bcf36b1bce50d61efb980b3be85b819d9e7a9239797ebee1ef5a9826cf2,YES,1,5,6,YES,PASSED
pair_math500_027,math500_027,OP_CONSTANT_PERTURB,fe667aec15175c1571ed7656f3aac5ee7defc0801077e56ff56765483a26c0bc,120b3531b6ad0b7aa912cd1018aaa3357522ff10efe3bd604f1439bd0d288190,120b3531b6ad0b7aa912cd1018aaa3357522ff10efe3bd604f1439bd0d288190,YES,1,49,50,YES,PASSED
pair_math500_028,math500_028,OP_SIGN_FLIP,ab78c7b5257dbad5274106debac0cab593a8709fc125ec1731254e95b4e3f30b,0f74cb8cc959600eac59c772b1bb485fa9fea9362fc2904c3758336f2b295d85,0f74cb8cc959600eac59c772b1bb485fa9fea9362fc2904c3758336f2b295d85,YES,1,54,55,YES,PASSED
pair_math500_029,math500_029,OP_CONSTANT_PERTURB,992f8571d054f1610709ed787f4430a92a20fdec115ddff86ecb3e8fc425122a,112a917c2819807345169205d8ca3e22e03427f7c7fc51be1aeba7cb9da7646e,112a917c2819807345169205d8ca3e22e03427f7c7fc51be1aeba7cb9da7646e,YES,1,18,19,YES,PASSED
pair_math500_030,math500_030,OP_SIGN_FLIP,bb5fd9b33b546f845436249751f18ce4fc9144aeb692a27b446529ab3d38c55a,790fd9126af16ec86161f1b06d0e07e962076684d54064198a93b3299574ff48,790fd9126af16ec86161f1b06d0e07e962076684d54064198a93b3299574ff48,YES,1,148,149,YES,PASSED
pair_math500_032,math500_032,OP_CONSTANT_PERTURB,3d1b374a8e52262f5b87878826512127955e5673a18784d3512149a765415d01,657b504a29d08d3eb34c14d9096a47d825aaa50a3923ca075ed417c3a4c7de1c,657b504a29d08d3eb34c14d9096a47d825aaa50a3923ca075ed417c3a4c7de1c,YES,1,44,45,YES,PASSED
pair_math500_033,math500_033,OP_FRACTION_FLIP,596d408e9811afa61fcc53b9e0ca8c0d68ea16a8c85b4c0cf71bd53fe4260676,44123f9363b336593653e427c07f3527b4173a05c1a7ae1a36d6a16e58829637,44123f9363b336593653e427c07f3527b4173a05c1a7ae1a36d6a16e58829637,YES,1,53,57,YES,PASSED
pair_math500_034,math500_034,OP_FRACTION_FLIP,6878c97919ce8531754e8d3f30ff8637b90dcded8d577d2e6f3b5363f0e141ae,12d9eea8f2c018984a516106fb03f97701f0457b13c602a4bcb6e1ef47b9f39e,12d9eea8f2c018984a516106fb03f97701f0457b13c602a4bcb6e1ef47b9f39e,YES,1,48,54,YES,PASSED
pair_math500_035,math500_035,OP_SIGN_FLIP,858f48ee4c948a89cc1eb610410c59267d5d3a0cd8288c7a2b01bd5420a5ae1e,230b37d3ee3f05404eafce25ff2d3c78bb075276ab84a07f5cfac315714707e6,230b37d3ee3f05404eafce25ff2d3c78bb075276ab84a07f5cfac315714707e6,YES,1,35,36,YES,PASSED
pair_math500_036,math500_036,OP_SIGN_FLIP,dce550955b67ccbf1d42a62da890a29ee2b2c5cb13068b92d9685498b1b939f5,57c7edcb5cadec66802161f714965892cdc17bf7c2886ee219c9a70942cd4d76,57c7edcb5cadec66802161f714965892cdc17bf7c2886ee219c9a70942cd4d76,YES,1,11,12,YES,PASSED
pair_math500_037,math500_037,OP_CONSTANT_PERTURB,e75d00106795f1183044d07daa577b718fa1355800c6cee24337db3e2429545b,63bf57099c3879a9bbe6acf6e1ba5b8394ebe1f3eba2506dd03bedb3e7316d4b,63bf57099c3879a9bbe6acf6e1ba5b8394ebe1f3eba2506dd03bedb3e7316d4b,YES,1,43,44,YES,PASSED
pair_math500_038,math500_038,OP_FRACTION_FLIP,d8904a07fe13bcbfe04801ff5c9b80f239bc5758205a13df0b42d6d56ecffdd1,015124a1e3d84b64c392b7212096de27dc2d350123aaefd69208cc7522b61ce8,015124a1e3d84b64c392b7212096de27dc2d350123aaefd69208cc7522b61ce8,YES,1,38,44,YES,PASSED
pair_math500_039,math500_039,OP_CONSTANT_PERTURB,22c11696bbbaafec5ceed8b8e40f259509d3fb3bd60036650d50c345064c8a9a,5ede72d04a3c1a7db81820455202af27e9ac3e82f987af14844301d7e354b126,5ede72d04a3c1a7db81820455202af27e9ac3e82f987af14844301d7e354b126,YES,1,27,28,YES,PASSED
pair_math500_040,math500_040,OP_CONSTANT_PERTURB,ccf5a6ea29f840abd350bdac51278f1d168312f44e389a93ab52513b2ba13ad3,bea5e8461a1f0d042c870e4c55451a90831c60cc1d9e3ece23b7aa3ca92fa69c,bea5e8461a1f0d042c870e4c55451a90831c60cc1d9e3ece23b7aa3ca92fa69c,YES,1,34,35,YES,PASSED
pair_math500_041,math500_041,OP_CONSTANT_PERTURB,9b8c15a5f48e67dfba25050d7c5d18217528f8fc5338894467508d45000e34c5,1a0f105f7ed22943c6da0b8608ddbc40f73be247c7a35422228ab91d4a79762c,1a0f105f7ed22943c6da0b8608ddbc40f73be247c7a35422228ab91d4a79762c,YES,1,19,20,YES,PASSED
pair_math500_042,math500_042,OP_CONSTANT_PERTURB,94f7a15b15fffe1d0a1f5d2493cf100354c48d294f0adbe72882941df9ec9c8b,b2c95138dd0ae47ae0dbd3dfc9274257ed2e8275d635e49a4cb174834fd015a2,b2c95138dd0ae47ae0dbd3dfc9274257ed2e8275d635e49a4cb174834fd015a2,YES,1,66,67,YES,PASSED
pair_math500_043,math500_043,OP_SIGN_FLIP,2159cd54cb48f6ad5614e5a2971e075f99c26a4901a406deaaf1aea20faad0ee,f925196281739ca5a4c4d286109c04e3fcafe35788033c6b8b7ff2aad643a809,f925196281739ca5a4c4d286109c04e3fcafe35788033c6b8b7ff2aad643a809,YES,1,12,13,YES,PASSED
pair_math500_044,math500_044,OP_FRACTION_FLIP,554151b9028593c7d99aade78091b7032516ee0d7365f8c6c0687284b41f8cf8,1158fbb90bc6ad3674518167b286bbfa30ee5be6ff176a6f22721a0b6fc8e51f,1158fbb90bc6ad3674518167b286bbfa30ee5be6ff176a6f22721a0b6fc8e51f,YES,1,125,129,YES,PASSED
pair_math500_045,math500_045,OP_FRACTION_FLIP,a22fe346b8d88a07740ac5c6c8d681c9489e8bef282bd6a47e5ef36b8de17f96,7467245eb798b39518c7230f8a8fd90171e5b539361e0aa7cad53c9e57f986a6,7467245eb798b39518c7230f8a8fd90171e5b539361e0aa7cad53c9e57f986a6,YES,1,24,29,YES,PASSED
pair_math500_046,math500_046,OP_SIGN_FLIP,c551b28f502e14fef75e18e99a4489cf05a95b1d812d57380cf43e07738914c5,14c1642680df96f72ab86c5e2dc01ae20ba5990221ba0abe11fdf129de342f2e,14c1642680df96f72ab86c5e2dc01ae20ba5990221ba0abe11fdf129de342f2e,YES,1,30,31,YES,PASSED
pair_math500_047,math500_047,OP_CONSTANT_PERTURB,0a09d01efae3e7b4e5bbd31888f366963f125b63646f92a005176c5f0288eed2,80b9530c468ca0e3ec0e4ab84c9a617eb3b8c35560006013475434f073047f41,80b9530c468ca0e3ec0e4ab84c9a617eb3b8c35560006013475434f073047f41,YES,1,68,69,YES,PASSED
pair_math500_048,math500_048,OP_CONSTANT_PERTURB,0bda7aeec5904fbf6330ce278ab2748ba6e722a51a42663c9b0a8a2b91f70ddd,6be853a45515a0422492156b4a83a473968edba43bae5596a6953ac30b46aa6a,6be853a45515a0422492156b4a83a473968edba43bae5596a6953ac30b46aa6a,YES,1,23,24,YES,PASSED
pair_math500_049,math500_049,OP_FRACTION_FLIP,a0aaf02791ac4d821048613b978e29940662f2aad0ae7d32daed3d3071d64573,b6b851caa0d4840385d0521b604b51463f6d82eaec5798c585a9c4ac3a5718ed,b6b851caa0d4840385d0521b604b51463f6d82eaec5798c585a9c4ac3a5718ed,YES,1,48,52,YES,PASSED
pair_math500_050,math500_050,OP_SIGN_FLIP,92b47ddcffb395d1b8152146d49331536beb2716653d8b1b3b6713e631321b67,b91643df9dcf7a4be79fed41e9d55ff4a0d410bfd10db427d5e7e9e91912f015,b91643df9dcf7a4be79fed41e9d55ff4a0d410bfd10db427d5e7e9e91912f015,YES,1,68,69,YES,PASSED
pair_math500_051,math500_051,OP_FRACTION_FLIP,cc7b452cf5ada4d80ad7c5d95dd61924e12a54a991395e0c92e6c78a23b0d2da,89dd5d0596b832ff1fe15503f4353cc20cf993de4ad4f62478fc7b550f3ff5b4,89dd5d0596b832ff1fe15503f4353cc20cf993de4ad4f62478fc7b550f3ff5b4,YES,1,133,146,YES,PASSED
pair_math500_052,math500_052,OP_FRACTION_FLIP,1e4171d36707976289ce5bf082e4b198ca5878f374206d3950ad4f2dd7ff4348,00f0f7ff42e814281a8a753fa694979ae374d9bd418602689fc3e41a27007611,00f0f7ff42e814281a8a753fa694979ae374d9bd418602689fc3e41a27007611,YES,1,201,211,YES,PASSED
pair_math500_055,math500_055,OP_SIGN_FLIP,e44b4ff949e94b852e33b34626df24a3a8cdf37325904c7088878c06fa96c747,15e0c8fbfd45207abc8ea794ba4ba27fbd4885b7e7f2cc0d1b02ab9e9794e37d,15e0c8fbfd45207abc8ea794ba4ba27fbd4885b7e7f2cc0d1b02ab9e9794e37d,YES,1,138,139,YES,PASSED
pair_math500_056,math500_056,OP_SIGN_FLIP,8abf408d64c98bdd3465666cafaf9baf82f7b70099984cd827a33a6625f3afc3,1f8849ecb3b440055ac7d515cebc1a47fffccd3c98103c2fd18f360c0ac40118,1f8849ecb3b440055ac7d515cebc1a47fffccd3c98103c2fd18f360c0ac40118,YES,1,59,60,YES,PASSED
pair_math500_057,math500_057,OP_SIGN_FLIP,c2653a5f3850b2bd0ccce5ac179b321ca0e7bbd8fe65bfa827411722109aff0b,c85725ad5af39debff6c80016ce2471435b826e65231e6ad75885faf623ab7ba,c85725ad5af39debff6c80016ce2471435b826e65231e6ad75885faf623ab7ba,YES,1,15,16,YES,PASSED
pair_math500_058,math500_058,OP_SIGN_FLIP,7da88bae6dd1e7187bf30e5cfbb58d382628c8c8079ffaad5394cebab47d1cf1,ece4f8bece782a0fe4195dd88a9711f757444a6fd8483b9149f5bd631767d636,ece4f8bece782a0fe4195dd88a9711f757444a6fd8483b9149f5bd631767d636,YES,1,5,6,YES,PASSED
pair_math500_059,math500_059,OP_SIGN_FLIP,f3f580183090d38ab9ebc1f854b8fba0076bb7522d301022c433b4ef8270c353,6b5eb9c31fed70c0e1d68462888ce7a22168aeb78bf04d4534319516c65007d3,6b5eb9c31fed70c0e1d68462888ce7a22168aeb78bf04d4534319516c65007d3,YES,1,13,14,YES,PASSED
pair_math500_060,math500_060,OP_SIGN_FLIP,94ec544f2f8e7e31d7c90452443a1b6f346497112159170fbe4a1aac2687c2bf,0130e2a1c9e46b963eb2932a171fc64ee39b8fb63103890f9b28b10a14af53ee,0130e2a1c9e46b963eb2932a171fc64ee39b8fb63103890f9b28b10a14af53ee,YES,1,38,39,YES,PASSED
pair_math500_061,math500_061,OP_SIGN_FLIP,651977e84539bd7825a1db5fb7abbcd004fa79a9f3968d74aecd02286362d914,136d44e19454925ca11e155d6f6189485e81a1488b759c8407d0bcec56721e91,136d44e19454925ca11e155d6f6189485e81a1488b759c8407d0bcec56721e91,YES,1,16,17,YES,PASSED
pair_math500_062,math500_062,OP_SIGN_FLIP,cce3151c3cb6d47b2a1f0d4e54b28bfec1b9df8a4e1d219cbf30753728342319,ad0d77088f5d42b13d8fa608898bd60a6f41ed6f653d669f2f6d4b98048580c4,ad0d77088f5d42b13d8fa608898bd60a6f41ed6f653d669f2f6d4b98048580c4,YES,1,83,84,YES,PASSED
pair_math500_063,math500_063,OP_SIGN_FLIP,13e40f0117bfa5435082ce77514d4fbee3a1e6ddef7b3f5d390154f4d9d37d7f,48b80990c040ff4c643c3cc7d124b38e1dcf9ea5f035eb95f3247c60ea5c01be,48b80990c040ff4c643c3cc7d124b38e1dcf9ea5f035eb95f3247c60ea5c01be,YES,1,26,27,YES,PASSED
pair_math500_064,math500_064,OP_SIGN_FLIP,d46d2dbdec101e90b25ecc67531b1bf69b11e7b2dd1b8e3608a82fe2e4dda7f8,1b9741a8e289610c6430d4797d64798a31b9ae4b31708f3f0ba2474d48a3497f,1b9741a8e289610c6430d4797d64798a31b9ae4b31708f3f0ba2474d48a3497f,YES,1,24,25,YES,PASSED
pair_math500_065,math500_065,OP_CONSTANT_PERTURB,032e72acb75c827705c4fad18e2080a120579a5ae8b42735a96330c69875f14a,404380405a77f6d09761cbe7317581466723a7ee9c56668baf2a7afe7b56a7f4,404380405a77f6d09761cbe7317581466723a7ee9c56668baf2a7afe7b56a7f4,YES,1,57,58,YES,PASSED
pair_math500_066,math500_066,OP_CONSTANT_PERTURB,b3ffa94973ec29b829ed8e72ce57bc75cf467d57d014e37b94c692b37b439049,e2a495f23cae87f9231f1e9000b894bf25f57e761e6a187479bbd65cd4b5bddf,e2a495f23cae87f9231f1e9000b894bf25f57e761e6a187479bbd65cd4b5bddf,YES,1,85,86,YES,PASSED
pair_math500_067,math500_067,OP_CONSTANT_PERTURB,92d2ec2667436e513a4e6fa620b600d6478036490af37bb483af3c7a44c86424,befe4fa479c3be9c84a588cd7546dd50919b77b495f9c219531e4fe34b1102d5,befe4fa479c3be9c84a588cd7546dd50919b77b495f9c219531e4fe34b1102d5,YES,1,61,62,YES,PASSED
pair_math500_068,math500_068,OP_FRACTION_FLIP,3ccc543e4c5382514c0d48c5966286e0733a9afcbeac85c64d3d1649d0e03c84,b60e06ee87d13a5a1fb4042131140f6b907cc004aae4e6beb13d76d86a57ed86,b60e06ee87d13a5a1fb4042131140f6b907cc004aae4e6beb13d76d86a57ed86,YES,1,79,127,YES,PASSED
pair_math500_069,math500_069,OP_SIGN_FLIP,f328322db7d4d1ca6c9a8ba806b6775d3164fb7848bd49dc5762391158b19ec3,ac97a4a1382702b52459b323b13300c59e88abf13c4bfa87d7cfdf82b1b8cc4c,ac97a4a1382702b52459b323b13300c59e88abf13c4bfa87d7cfdf82b1b8cc4c,YES,1,22,23,YES,PASSED
pair_math500_070,math500_070,OP_SIGN_FLIP,e86eaa125da0492516bc937146e2c8a69eb4159fd601e8a6d4367ed7d33153fe,06013be4575f27a1120ae2538f6c893f86fdc97e59e4ea1ca1fcf9c8e36e426c,06013be4575f27a1120ae2538f6c893f86fdc97e59e4ea1ca1fcf9c8e36e426c,YES,1,71,72,YES,PASSED
pair_math500_071,math500_071,OP_CONSTANT_PERTURB,c16f31d4fabba21a04e7e6c1251705ab68fc17dfa75bcb4f915db7e1c535c748,459065a3ac606211f3b6389beefebefe1199dd7a58297f42fbdd0ef26747e7c9,459065a3ac606211f3b6389beefebefe1199dd7a58297f42fbdd0ef26747e7c9,YES,1,7,8,YES,PASSED
pair_math500_072,math500_072,OP_FRACTION_FLIP,2d16ffa95d824aa7d0984584c02601513fe80d5849d7f75b45311ca1ec41f219,dab65f36988b7eab3e17446e137f65c643e0d6c20a30314f4a7319fe6e726e31,dab65f36988b7eab3e17446e137f65c643e0d6c20a30314f4a7319fe6e726e31,YES,1,33,37,YES,PASSED
pair_math500_073,math500_073,OP_SIGN_FLIP,5dba4ad1e6af8e3abd1ff9a7e5062fd6dbf1adf9c2582616477e157986dce33c,ce726ab2b15ab7bb702a4a1200fa2d3672db5272fcd2a2fa1d2dbac3eca6db88,ce726ab2b15ab7bb702a4a1200fa2d3672db5272fcd2a2fa1d2dbac3eca6db88,YES,1,34,35,YES,PASSED
pair_math500_074,math500_074,OP_FRACTION_FLIP,692223e0abb127d966bfb74d4d9d01b11465c9f6a2e29366ece8f4a5f82759a7,0f51300dc011551e385600c99c478f48392e2499836c77ae700c79d6e3c6d3ea,0f51300dc011551e385600c99c478f48392e2499836c77ae700c79d6e3c6d3ea,YES,1,36,46,YES,PASSED
pair_math500_075,math500_075,OP_CONSTANT_PERTURB,24bc51c91f2c465a260761ff1430cb2ae5280a2cc81a733e5e1874fd36fb08ac,f66a1df0f04d562585653e130860a4f7d749222743d5beef97a517fbf3a6916b,f66a1df0f04d562585653e130860a4f7d749222743d5beef97a517fbf3a6916b,YES,1,21,22,YES,PASSED
pair_math500_076,math500_076,OP_CONSTANT_PERTURB,03ab1a6c1482234ce11ba3504cf2104b7159b7d03c69f3585f00097dd72813b7,4310fefd1c5efaa1e443731e1d4605e297194ec1ae7574d1ae38ebcc3ff1c90a,4310fefd1c5efaa1e443731e1d4605e297194ec1ae7574d1ae38ebcc3ff1c90a,YES,1,21,22,YES,PASSED
pair_math500_077,math500_077,OP_CONSTANT_PERTURB,0c1927b68ea841aef01165e8f9d260401ff7a22b3c6f391f470f0df53c9b6a41,ccf66775bf6d955bd0cae4e2c106ed7d7d130df9f3db217cceb43aaf4fa02833,ccf66775bf6d955bd0cae4e2c106ed7d7d130df9f3db217cceb43aaf4fa02833,YES,1,9,10,YES,PASSED
pair_math500_078,math500_078,OP_SIGN_FLIP,5e44f03a59c0eaec8e067db306474693501097379d522d8b3676e06ef82974f8,cb80e6efeb0f4bc0207b59a5ea3b7aec24fdc23fcb53a3074b6f988ec6cbbc4b,cb80e6efeb0f4bc0207b59a5ea3b7aec24fdc23fcb53a3074b6f988ec6cbbc4b,YES,1,152,153,YES,PASSED
pair_math500_079,math500_079,OP_CONSTANT_PERTURB,d192adcdb3e2744cda5f83f97f7df707c49a2be91fcfcdea821339e06b716456,5433e9dac57ba259c7e94281ab80e9a4f9dc4161e923c8a799d482dbc926c76e,5433e9dac57ba259c7e94281ab80e9a4f9dc4161e923c8a799d482dbc926c76e,YES,1,34,35,YES,PASSED
pair_math500_081,math500_081,OP_SIGN_FLIP,a2b93fc995efae0fa467311b04fe12e41aef50b58c3c22f61110e414475d01bf,c80fec861ba8607cdb40e5542984c680854e27ac7facab0864aef3f95cf9c5e6,c80fec861ba8607cdb40e5542984c680854e27ac7facab0864aef3f95cf9c5e6,YES,1,59,60,YES,PASSED
pair_math500_082,math500_082,OP_SIGN_FLIP,dfc44f893d3f761556924c0e16e23267a95938c94e276eeb96b58655b8f70e9c,079c519b5390c7d2bcf33fa6422ba3f6d7a499a54d5134dc30da07fb216b1c58,079c519b5390c7d2bcf33fa6422ba3f6d7a499a54d5134dc30da07fb216b1c58,YES,1,25,26,YES,PASSED
pair_math500_083,math500_083,OP_SIGN_FLIP,77a9672b1430d68a554bc34d1f1da1859946de8e3da3a82a57367fce509e5082,b47f8ea31e41e7c5d109f478e2d4a7f46cba863725bbe328f0ce4f87ec65bda2,b47f8ea31e41e7c5d109f478e2d4a7f46cba863725bbe328f0ce4f87ec65bda2,YES,1,88,89,YES,PASSED
pair_math500_084,math500_084,OP_SIGN_FLIP,bbc8e2ea1662ebeea89e21296e15338cd83f915a6639f1f6f21b7c42f5efcfe9,cf180ab54fe18b0bb82914fb241f479c1dc4bf1a4f6dd08e885210ed1d18ada9,cf180ab54fe18b0bb82914fb241f479c1dc4bf1a4f6dd08e885210ed1d18ada9,YES,1,26,27,YES,PASSED
pair_math500_085,math500_085,OP_CONSTANT_PERTURB,fdd97033ebbb2edb87695fd0bda1d8fdb09235cec87681c65f884bbe77ef2f6a,861e56e19e3bf40ae1fc2236c12fc09d104fdabb35a7d3a975ccbb5a5d74b4f8,861e56e19e3bf40ae1fc2236c12fc09d104fdabb35a7d3a975ccbb5a5d74b4f8,YES,1,39,40,YES,PASSED
