model,held_out_family,feature_name,standardized_coefficient
M5_BH_All,SmolLM2,pass_at_8,0.0017777121266003624
M5_BH_All,SmolLM2,pass_at_64,-0.0009747177835076261
M5_BH_All,SmolLM2,prompt_nll,-0.0007385459166366534
M5_BH_All,SmolLM2,heldout_loss,-0.001234413453170277
M5_BH_All,SmolLM2,sampled_coverage,0.0017777121266003648
M5_BH_All,SmolLM2,token_entropy,-0.0019499124308122611
M5_BH_All,SmolLM2,base_error_pass1,-0.0019499124308122698
M5_BH_All,SmolLM2,failure_rate_pass64,0.0009747177835076234
M5_BH_All,SmolLM2,ckpt_step_num,-0.00685384710543419
M5_BH_All,SmolLM2,mean_abs_comp_dist,-0.0023670618536308207
M5_BH_All,SmolLM2,frac_in_comp_band,0.0
M5_BH_All,SmolLM2,probe_auroc,-0.0029865311105022716
M5_BH_All,SmolLM2,erank,0.00010575684578021824
M5_BH_All,SmolLM2,srank,0.0038720989555540973
M5_BH_All,SmolLM2,grad_norm,0.00023567069734719827
M5_BH_All,SmolLM2,gns_proxy,0.0010640012647088392
M5_BH_All,SmolLM2,ln_ratio,-0.0031466230585824925
